posisi,deskripsi,level
cybersecurity,"['Information Security', 'TypeScript']",senior
quality assurance,"['Perl', 'Unix', 'C++', 'R']",senior
network engineer,"['Troubleshooting', 'Firewall', 'Linux', 'Cisco', 'OSPF', 'DNS', 'BGP']",senior
cybersecurity,"['Information Security', 'Active Directory', 'Cybersecurity', 'Oracle DB', 'Splunk', 'SIEM', 'SAP', 'ERP', 'SSO', 'Business Intelligence', 'Objective-C', 'Classification', 'PostgreSQL']",senior
frontend developer,"['.NET', 'Angular', 'JavaScript']",senior
devops engineer,"['AWS', 'TCP/IP', 'Jenkins', 'DevOps', 'VMware', 'Linux', 'LESS', 'Git', 'DNS']",senior
frontend developer,"['Node.js', 'React', 'Angular', 'JavaScript', 'HTML', 'Agile', 'CSS', 'Talend', 'InVision']",senior
tester,"['Regression Testing', 'Bug Tracking']",unspecified
frontend developer,"['JavaScript', 'Angular', 'HTML', 'CSS', 'REST API']",middle
cybersecurity,['Information Security'],senior
frontend developer,"['Node.js', 'React', 'Angular', 'D3.js', 'Data Visualization', 'JavaScript', 'Palo Alto', 'HTML', 'CSS', 'Machine Learning', 'Artificial Intelligence']",senior
devops engineer,"['Cassandra', 'Ansible', 'DevOps', 'AWS', 'Elasticsearch', 'InVision']",senior
tester,"['TCP/IP', 'JavaScript', 'Wireshark', 'Python', 'Cisco', 'PHP']",senior
network engineer,"['TCP/IP', 'Load Balancer', 'Wireshark', 'Firewall', 'Cisco', 'DHCP', 'OSPF', 'iOS', 'DNS', 'BGP']",senior
quality assurance,"['SQL Server', 'Troubleshooting', 'Regression', 'Selenium', '.NET']",senior
devops engineer,"['Oracle DB', 'Troubleshooting', 'Cassandra', 'Ansible', 'Jenkins', 'Python', 'DevOps', 'Linux', 'Java', 'Ruby', 'Perl', 'Unix', 'R']",senior
network engineer,['VPN'],senior
frontend developer,"['Node.js', 'Angular', 'React Native', 'JavaScript', 'Bootstrap', 'jQuery', 'HTML', 'Agile', 'CSS', 'REST API', 'SOAP', 'API', 'JUnit', 'DevOps']",senior
cybersecurity,"['SOC', 'Information Security', 'Cybersecurity', 'Firewall', 'Python', 'Splunk', 'Linux', 'Express.js', 'Teamwork']",senior
devops engineer,"['CI/CD', 'Problem Solving', 'Troubleshooting', 'Jenkins', 'DevOps', 'Java', '.NET', 'LESS', 'Unix', 'R']",senior
it support,"['Technical Support', 'Microsoft Office', 'Active Directory', 'Troubleshooting', 'Virtualization', 'PowerShell', 'Help Desk', 'VMware', 'Google Workspace']",senior
devops engineer,"['Business Intelligence', 'CI/CD', 'Project Management', 'Troubleshooting', 'PowerShell', 'Confluence', 'Dashboard', 'DevOps', 'Linux', 'Jira', 'ERP', 'Google Workspace']",senior
web developer,"['jQuery', 'HTML', 'Perl', 'PHP', 'CSS']",senior
network engineer,"['TCP/IP', 'Statistical Analysis', 'Project Management', 'Problem Solving', 'Troubleshooting', 'Reporting', 'Test Plan', 'Excel', 'Cisco', 'OSPF', 'MPLS', 'ITIL', 'DNS', 'VPN', 'BGP', 'Google Workspace']",senior
automation engineer,['Python'],senior
quality assurance,"['Android', 'Jenkins', '.NET', 'iOS', 'C#', 'InVision']",senior
frontend developer,"['JavaScript', 'Angular', 'HTML', 'React', 'Agile', 'CSS']",senior
network engineer,"['Teamwork', 'MPLS']",senior
web developer,"['Bootstrap', 'Angular', 'HTML', 'CSS', 'SQL', 'JavaScript']",unspecified
web developer,"['React', 'Angular', 'Problem Solving', 'JavaScript', 'Bootstrap', 'Android', 'jQuery', 'HTML', 'Java', 'CSS']",senior
network engineer,[],senior
quality assurance,"['SQL Server', 'Integration Testing', 'Classification', 'Test Case', 'Oracle DB', 'DevOps', '.NET', 'R', 'Talend']",senior
tester,"['Automated Testing', 'Selenium', 'Agile', 'Scrum', 'Java', 'SQL', 'Talend']",senior
tester,"['Problem Solving', 'Cybersecurity', 'Manual Testing', 'Regression', 'Test Case', 'Teamwork', 'Agile', '.NET', 'SQL', 'R']",senior
tester,['.NET'],middle
tester,"['.NET', 'SQL Server', 'JavaScript', 'Test Case', 'jQuery', 'Oracle DB', 'HTML', 'CSS', 'SQL', 'C#', 'R', 'Google Workspace']",middle
network engineer,"['Information Security', 'Attention to Detail', 'Palo Alto', 'Wireshark', 'Firewall', 'Backup & Recovery', 'Cisco', 'COBIT', 'OSPF', 'MPLS', 'ITIL', 'iOS', 'VPN', 'BGP', 'SSL/TLS', 'Google Workspace', 'Troubleshooting']",senior
tester,"['Integration Testing', 'Teamwork', 'Test Case', 'Test Plan', 'Selenium', 'Android', 'SDLC', 'iOS', 'Active Directory']",senior
tester,"['MySQL', 'SQL Server', 'Penetration Testing', 'TCP/IP', 'Information Security', 'Project Management', 'PowerShell', 'JavaScript', 'Wireshark', 'Python', 'Oracle DB', 'HTML', 'Linux', 'OWASP', '.NET', 'Perl', 'Google Workspace', 'Cybersecurity', 'ISO 27001']",senior
quality assurance,"['Test Plan', 'Objective-C']",senior
network engineer,['Cisco'],senior
web developer,"['JavaScript', 'Test Plan', 'Java', 'HTML', 'CSS', 'R']",senior
quality assurance,"['SDLC', 'Integration Testing', 'Project Management', 'Problem Solving', 'Load Testing', 'Regression', 'Reporting', 'Test Case', 'Selenium', 'Spring', 'Oracle DB', 'Java', 'REST API', 'Unix', 'API', 'SQL', 'R', 'Troubleshooting']",senior
cybersecurity,"['Cybersecurity', 'Cisco']",senior
quality assurance,"['SQL Server', 'Attention to Detail', 'Problem Solving', 'Bug Tracking', 'Android', '.NET', 'iOS', 'C#', 'R', 'InVision']",middle
network engineer,"['Project Management', 'Active Directory', 'Windows Server', 'Virtualization', 'PowerPoint', 'Firewall', 'Juniper', 'Storage Management', 'VMware', 'Backup & Recovery', 'Cisco', 'OSPF', 'MPLS']",senior
frontend developer,['React'],senior
ui/ux,"['UI/UX Design', 'Teamwork', 'HTML', 'CSS', 'R', 'Wireframing']",senior
devops engineer,"['Microsoft Office', 'PowerPoint', 'DevOps', 'Excel', 'Ruby', 'LDAP', 'DNS', 'R', 'Google Workspace']",senior
devops engineer,"['PostgreSQL', 'MySQL', 'SQL Server', 'AWS', 'Web Service', 'PowerShell', 'Reporting', 'Terraform', 'Jenkins', 'Python', 'DevOps', 'Apache', 'Linux', 'Nginx', 'OAuth', 'Agile', 'Scrum', 'Bash', 'API', 'Git', 'SVN', 'DNS', 'R', 'Firewall']",senior
tester,['Performance Testing'],senior
quality assurance,"['Regression Testing', 'Load Testing', 'Regression', 'Reporting', 'Test Plan', 'Agile', 'Jira', 'SQL', 'jQuery']",senior
cybersecurity,"['Cybersecurity', 'Teamwork', 'Regression']",senior
network engineer,"['AWS', 'Virtualization', 'SSL/TLS', 'R']",senior
network engineer,"['TCP/IP', 'Attention to Detail', 'Network Monitoring', 'Project Management', 'Disaster Recovery', 'Troubleshooting', 'Virtualization', 'PowerShell', 'Palo Alto', 'Firewall', 'VMware', 'Cisco', 'Perl', 'MPLS', 'VPN']",senior
web developer,"['Node.js', 'React', 'Angular', 'PostgreSQL', 'Troubleshooting', 'JavaScript', 'Bootstrap', 'Jenkins', 'jQuery', 'HTML', 'Mocha', 'CSS', 'SASS', 'Unix', 'Jest', 'Jira', 'API', 'Git']",senior
devops engineer,"['Microservices', 'UI/UX Design', 'Selenium', 'Jenkins', 'Docker', 'DevOps', 'Linux', 'Scrum', 'AWS']",senior
cybersecurity,"['Information Security', 'Attention to Detail', 'Microsoft Office', 'Cybersecurity', 'Reporting', 'Palo Alto', 'Splunk', 'Cisco', 'Objective-C']",senior
quality assurance,"['Artificial Intelligence', 'Reporting', 'Test Case', 'Test Plan']",unspecified
network engineer,"['Technical Support', 'Disaster Recovery', 'Cisco', 'DevOps']",senior
sql developer,"['SQL Server', 'Data Warehouse', 'ETL', 'Troubleshooting', 'Reporting', 'SQL', 'Business Intelligence', 'jQuery']",senior
cybersecurity,['Linux'],senior
network engineer,"['Cisco', 'OSPF', 'MPLS', 'iOS', 'BGP']",senior
network engineer,"['TCP/IP', 'Wireshark', 'Python', 'Linux', 'Cisco', 'Perl', 'Unix', 'DNS']",senior
devops engineer,"['SDLC', 'Project Management', 'Shell Scripting', 'Problem Solving', 'Troubleshooting', 'Informatica', 'SVN', 'Jenkins', 'Oracle DB', 'DevOps', 'Agile', 'Java', 'ITIL', 'Git', 'R']",senior
network engineer,"['TCP/IP', 'Technical Support', 'Problem Solving', 'Troubleshooting', 'IT Support', 'Fortinet', 'VMware', 'Backup & Recovery', 'Cisco', 'DHCP', 'DNS', 'VLAN']",senior
sql developer,"['MySQL', 'Data Analysis', 'Data Modeling', 'SQL', 'Active Directory', 'Reporting']",senior
quality assurance,"['SQL Server', 'ETL', 'Data Warehouse', 'Problem Solving', 'Teamwork', 'Reporting', 'SQL']",senior
tester,['Oracle DB'],senior
network engineer,"['Disaster Recovery', 'Cisco', 'VPN', 'InVision', 'Firewall']",senior
automation engineer,"['Integration Testing', 'Performance Testing', 'Automated Testing', 'Problem Solving', 'Unit Testing', 'JavaScript', 'Regression', 'Reporting', 'Selenium', 'Angular', 'Linux', 'Agile', 'Scrum', 'Unix', 'SQL', 'AWS', 'Git', 'Objective-C', 'Web Service']",senior
cybersecurity,"['TCP/IP', 'Information Security', 'Technical Support', 'Disaster Recovery', 'Troubleshooting', 'Cybersecurity', 'Firewall', 'Linux', 'Unix', 'SIEM', 'DNS', 'VPN', 'SSL/TLS', 'InVision']",senior
quality assurance,"['Data Warehouse', 'Microsoft Dynamics', 'Microsoft Office', 'Problem Solving', 'HTML', 'Google Workspace']",senior
web developer,"['JavaScript', 'Angular', 'jQuery', 'Java', 'HTML', 'CSS', 'SVN', 'Talend']",senior
tester,"['Project Management', 'Android', 'Agile', 'Scrum', 'iOS']",senior
automation engineer,"['SSL/TLS', 'Disaster Recovery', 'Troubleshooting', 'Virtualization', 'PowerShell', 'JavaScript', 'Storage Management', 'Python', 'Oracle DB', 'DevOps', 'VMware', 'Backup & Recovery', 'Linux', 'Ruby', 'Perl', 'REST API', 'SOAP', 'Unix', 'API', 'Objective-C']",senior
tester,"['Software Testing', 'Regression', 'Agile', 'Web Service']",senior
quality assurance,"['Reporting', 'Jira', 'SQL', 'jQuery']",senior
network engineer,"['Project Management', 'Problem Solving', 'Juniper', 'Fiber', 'Cisco', 'OSPF', 'MPLS', 'VPN', 'BGP']",senior
web developer,"['MySQL', 'JavaScript', 'SVN', 'Bootstrap', 'HTML', 'CSS', 'REST API', 'SOAP', 'Git']",senior
quality assurance,"['UI/UX Design', 'SDLC', 'Automated Testing', 'Troubleshooting', 'Selenium', 'Excel', 'JUnit', 'Agile', 'Java', '.NET', 'Unix', 'C++', 'API', 'SQL', 'Business Intelligence']",senior
network engineer,"['Project Management', 'Problem Solving']",senior
devops engineer,"['Shell Scripting', 'MongoDB', 'DevOps', '.NET', 'C#', 'Business Intelligence']",senior
tester,"['Performance Testing', 'Shell Scripting', 'Load Testing', 'JMeter', 'Unix']",unspecified
devops engineer,"['AWS', 'Ansible', 'Jenkins', 'Python', 'DevOps', 'Linux', 'Java', 'Ruby', 'Git', 'C#', 'R']",senior
network engineer,"['Project Management', 'Storage Management', 'Cisco', 'MPLS', 'iOS']",senior
security engineer,"['PostgreSQL', 'SQL Server', 'Penetration Testing', 'TCP/IP', 'Information Security', 'Troubleshooting', 'Cryptography', 'Python', 'Oracle DB', 'Swift', 'Azure', 'Linux', 'OWASP', 'Java', '.NET', 'Perl', 'REST API', 'SOAP', 'C++', 'API', 'SQL', 'IBM DB2', 'C#', 'Objective-C', 'InVision']",senior
quality assurance,"['MySQL', 'Automated Testing', 'JavaScript', 'Selenium', 'Android', 'Appium', 'Java', 'Perl', 'PHP', 'iOS', 'SQL']",senior
frontend developer,"['.NET', 'Integration Testing', 'JavaScript', 'Salesforce', 'Bootstrap', 'HTML', 'CSS', 'SASS', 'LESS']",senior
network engineer,"['TCP/IP', 'Windows Server', 'Juniper', 'Storage Management', 'Cisco', 'DHCP', 'OSPF', 'MPLS', 'iOS', 'DNS', 'BGP', 'Troubleshooting']",senior
security engineer,"['Hadoop', 'Hive', 'SSL/TLS', 'Troubleshooting', 'InVision']",senior
web developer,"['Spring Boot', 'Angular', 'HTML', 'Google Workspace']",middle
quality assurance,"['Test Case', 'JMeter', 'Jira', 'LDAP', 'API']",senior
quality assurance,"['Test Case', 'Java', '.NET', 'iOS', 'C#', 'Active Directory', 'R', 'Troubleshooting']",middle
cybersecurity,['Cybersecurity'],senior
security engineer,"['Information Security', 'Cryptography', 'PowerShell', 'Reporting', 'Unix', 'SQL', 'DNS', 'Troubleshooting', 'Objective-C']",senior
sql developer,"['SQL Server', 'Data Analysis', 'Data Quality', 'Critical Thinking', 'Problem Solving', 'Troubleshooting', 'Classification', 'Statistics', 'Oracle DB', 'React', 'SQL', 'R', 'InVision']",senior
quality assurance,"['CI/CD', 'Reporting', 'Test Case', 'Test Plan', 'Selenium', 'Agile', 'Java', 'Ruby', 'Jira', 'C#', 'Troubleshooting']",unspecified
devops engineer,"['PostgreSQL', 'CI/CD', 'Shell Scripting', 'Elasticsearch', 'Clustering', 'Kubernetes', 'Bitbucket', 'Jenkins', 'Python', 'Hadoop', 'Docker', 'DevOps', 'Apache', 'Splunk', 'HBase', 'Apache Spark', 'Kafka', 'Linux', 'Java', 'Ruby', 'Perl', 'Bash', 'Hive', 'SQL', 'Git']",senior
security engineer,"['Penetration Testing', 'TCP/IP', 'Information Security', 'Problem Solving', 'Troubleshooting', 'Teamwork', 'Linux', 'Unix', 'SIEM', 'Firewall']",senior
devops engineer,"['SQL Server', 'Troubleshooting', 'Windows Server', 'DevOps', '.NET', 'SDLC', 'C#', 'R', 'Talend']",senior
cybersecurity,"['C#', '.NET', 'MySQL', 'SQL Server', 'Cybersecurity']",senior
network engineer,"['UI/UX Design', 'Troubleshooting', 'Cisco', 'Teamwork', 'Firewall']",senior
quality assurance,"['Reporting', 'Jira', 'C#']",senior
network engineer,['MPLS'],senior
quality assurance,"['GCP', 'Storage Management', 'Python', 'VMware', 'Azure', 'Perl']",senior
devops engineer,"['Problem Solving', 'Troubleshooting', 'Virtualization', 'AWS', 'Ansible', 'DevOps', 'Apache', 'Linux', 'PHP', 'R', 'Talend']",senior
sql developer,['SQL'],unspecified
quality assurance,"['Integration Testing', 'Software Testing', 'Selenium', 'Python', 'Linux', 'Java', 'Git', 'Talend']",senior
frontend developer,"['.NET', 'SQL Server', 'JavaScript', 'Agile', 'Scrum', 'SDLC', 'R']",senior
quality assurance,"['Microsoft Office', 'Business Intelligence', 'Attention to Detail', 'Software Testing', 'Reporting', 'Android', 'Agile', 'Scrum', 'iOS', 'Google Workspace', 'Talend']",senior
tester,"['Data Warehouse', 'Performance Testing', 'Google Workspace']",senior
network engineer,"['Palo Alto', 'Firewall', 'Juniper', 'VLAN']",senior
web developer,"['Angular', 'JavaScript', 'Bootstrap', 'jQuery', 'HTML', 'Java', 'PHP', 'CSS', 'API', 'SQL']",senior
security engineer,"['Attention to Detail', 'Reporting', 'Cisco', 'InVision']",senior
automation engineer,"['SSL/TLS', 'Troubleshooting', 'Virtualization', 'PowerShell', 'JavaScript', 'Storage Management', 'Python', 'Oracle DB', 'DevOps', 'VMware', 'Backup & Recovery', 'Linux', 'Ruby', 'Perl', 'SOAP', 'Unix', 'API', 'Objective-C']",senior
security engineer,['Information Security'],senior
security engineer,['Information Security'],senior
network engineer,"['TCP/IP', 'Troubleshooting', 'C', 'Cryptography', 'Test Plan', 'Linux', 'Cisco', 'VLAN', 'iOS']",senior
frontend developer,"['Attention to Detail', 'Problem Solving', 'Troubleshooting', 'Bootstrap', 'Angular', '.NET', 'SDLC', 'C#', 'JavaScript', 'R']",senior
security engineer,"['CI/CD', 'SSL/TLS', 'Shell Scripting', 'GCP', 'Cassandra', 'Storage Management', 'Python', 'Docker', 'DevOps', 'Linux', 'Neo4j', 'LDAP', 'API', 'AWS', 'Git', 'R', 'Troubleshooting']",senior
automation engineer,"['SQL Server', 'Project Management', 'Software Testing', 'Troubleshooting', 'Reporting', 'Selenium', 'OWASP', 'JUnit', 'Agile', 'Java']",senior
devops engineer,"['Kubernetes', 'Reporting', 'Ansible', 'Jenkins', 'Python', 'Docker', 'DevOps', 'Apache', 'Linux', 'Java', 'Ruby', 'PHP', 'Git']",middle
sql developer,"['SQL Server', 'Data Analysis', 'Data Modeling', 'Data Warehouse', 'Oracle DB', 'Agile', 'Scrum', 'SDLC', 'SQL', 'IBM DB2']",entry
devops engineer,"['AWS', 'Ansible', 'Jenkins', 'Python', 'DevOps', 'Linux', 'Java', 'Ruby', 'Git', 'C#', 'R']",senior
frontend developer,"['UI/UX Design', 'JavaScript', 'jQuery', 'Agile', 'Scrum', 'HTML', 'CSS']",senior
frontend developer,"['.NET', 'Unit Testing', 'Prototyping', 'JavaScript', 'Bootstrap', 'jQuery', 'HTML', 'CSS', 'R', 'Troubleshooting']",unspecified
sql developer,"['MySQL', 'Data Analysis', 'SQL', 'Active Directory', 'Reporting']",senior
devops engineer,"['PostgreSQL', 'MySQL', 'Disaster Recovery', 'Active Directory', 'Shell Scripting', 'Elasticsearch', 'PowerShell', 'Terraform', 'Oracle DB', 'DevOps', 'Splunk', 'Redis', 'Linux', 'Ruby', 'Bash', 'Jira', 'AWS', 'Git', 'DNS']",senior
security engineer,"['Information Security', 'Reporting', 'Firewall', 'SIEM', 'VPN', 'Rust']",senior
devops engineer,"['Data Visualization', 'Python', 'Hadoop', 'DevOps', 'AWS']",senior
frontend developer,"['.NET', 'Node.js', 'MySQL', 'SQL Server', 'Unit Testing', 'Prototyping', 'JavaScript', 'Bootstrap', 'jQuery', 'HTML', 'CSS', 'PHP', 'C#', 'Rust', 'InVision']",senior
cybersecurity,"['SOC', 'Cybersecurity', 'Reporting', 'Microsoft Word', 'Cisco', 'LESS', 'SIEM', 'Firewall']",senior
devops engineer,"['C++', 'JavaScript', 'Python', 'DevOps', 'Linux', 'Java', 'Perl', 'AWS']",unspecified
network engineer,"['Cisco', 'Troubleshooting']",senior
network engineer,"['Project Management', 'Microsoft Office', 'Problem Solving', 'Troubleshooting', 'Reporting', 'Google Workspace', 'Firewall']",senior
devops engineer,"['Python', 'DevOps', 'Azure', 'Bash', 'AWS']",unspecified
quality assurance,"['Problem Solving', 'Manual Testing', 'Linux', 'Jira', 'Confluence']",senior
network engineer,"['Cisco', 'iOS']",senior
sql developer,"['SQL Server', 'Data Analysis', 'Troubleshooting', 'Reporting', 'Backup & Recovery', 'REST API', 'SOAP', 'C++', 'SQL', 'C#', 'Firestore']",middle
devops engineer,"['.NET', 'Virtualization', 'PowerShell', 'Ansible', 'Python', 'Docker', 'DevOps', 'VMware', 'Linux', 'Agile', 'Java', 'Bash', 'PHP', 'SQL', 'AWS', 'DNS', 'Firewall']",senior
devops engineer,"['Troubleshooting', 'PowerShell', 'Storage Management', 'DevOps', 'VMware', 'Java', '.NET', 'SQL', 'R']",senior
security engineer,['Information Security'],senior
tester,"['Automated Testing', 'Teamwork', 'Selenium', 'Agile']",entry
ui/ux,"['UI/UX Design', 'Prototyping', 'JavaScript', 'HTML', 'CSS']",senior
devops engineer,"['MySQL', 'Shell Scripting', 'Reporting', 'Android', 'DevOps', 'Ruby on Rails', 'Linux', 'Ruby', 'Unix', 'iOS', 'AWS', 'jQuery']",senior
quality assurance,"['UI/UX Design', 'Integration Testing', 'Regression Testing', 'Regression', 'Test Plan', 'Agile']",senior
network engineer,"['TCP/IP', 'Problem Solving', 'Troubleshooting', 'Firewall', 'Cisco', 'DHCP', 'OSPF', 'iOS', 'DNS', 'BGP']",senior
quality assurance,"['Selenium', 'Apache', 'Excel', 'JUnit']",senior
quality assurance,"['Automated Testing', 'Data Warehouse', 'Regression', 'Reporting', 'API', 'SQL', 'R']",senior
frontend developer,"['Angular', 'JavaScript', 'DevOps', 'React', 'Agile', 'HTML', 'CSS', 'R', 'Problem Solving']",senior
network engineer,"['Network Monitoring', 'Project Management', 'Troubleshooting', 'Virtualization', 'Teamwork', 'Palo Alto', 'Firewall', 'Storage Management', 'Backup & Recovery', 'Fiber', 'Linux', 'OSPF', 'VPN', 'BGP']",senior
web developer,"['JavaScript', 'Angular', 'jQuery', 'HTML', 'CSS', 'Talend']",senior
frontend developer,"['UI/UX Design', 'Teamwork', 'JavaScript', 'Bootstrap', 'jQuery', 'HTML', 'PHP', 'CSS', 'Problem Solving', 'R']",entry
cybersecurity,"['Information Security', 'Firewall', 'Splunk', 'SOC', 'Storage Management']",senior
devops engineer,"['AWS', 'Ansible', 'Jenkins', 'Python', 'DevOps', 'Linux', 'Java', 'Ruby', 'Git', 'C#', 'R']",senior
security engineer,"['Information Security', 'Reporting', 'Firewall', 'SIEM', 'VPN', 'Rust']",senior
network engineer,"['Microsoft Office', 'Forecasting', 'Talend']",middle
network engineer,"['TCP/IP', 'DevOps', 'OSPF', 'MPLS', 'BGP']",senior
network engineer,"['Microsoft Office', 'Troubleshooting', 'Reporting', 'Palo Alto', 'Wireshark', 'Firewall', 'Fortinet', 'Juniper', 'VMware', 'Cisco', 'OSPF', 'iOS', 'VPN', 'BGP', 'SSL/TLS']",senior
security engineer,"['Firewall', 'Fortinet', 'Juniper', 'Cisco']",middle
quality assurance,"['Python', 'Jira', 'Troubleshooting']",entry
devops engineer,"['AWS', 'JavaScript', 'DevOps', 'Linux', 'Agile', 'Scrum', 'Java', 'LDAP', 'R', 'Troubleshooting']",senior
security engineer,['Information Security'],senior
security engineer,"['Troubleshooting', 'Palo Alto', 'Firewall', 'Juniper', 'Linux', 'Cisco', 'Unix', 'OSPF', 'BGP', 'VLAN']",senior
network engineer,"['Project Management', 'Troubleshooting', 'Help Desk', 'Cisco', 'DHCP', 'OSPF', 'DNS', 'VPN', 'BGP', 'Firewall', 'InVision']",senior
tester,"['ETL', 'Data Warehouse', 'Troubleshooting', 'Web Service', 'Selenium', 'REST API', 'JUnit', 'Java', 'Ruby', 'C++', 'API', 'SQL', 'C#', 'Problem Solving', 'R', 'Google Workspace']",middle
cybersecurity,"['Machine Learning', 'Artificial Intelligence', 'Statistical Analysis', 'Cybersecurity', 'Statistics', 'Python', 'Java', 'Perl', 'Bash', 'C++', 'Regression']",senior
devops engineer,"['Problem Solving', 'New Relic', 'InfluxDB', 'Jenkins', 'Python', 'Heroku', 'DevOps', 'Linux', 'Java', 'Ruby', 'AWS', 'Git']",senior
network engineer,"['Technical Support', 'Troubleshooting', 'Juniper', 'Cisco']",senior
web developer,"['Node.js', 'React', 'JavaScript']",senior
devops engineer,"['Docker', 'DevOps']",unspecified
devops engineer,"['Python', 'Hadoop', 'DevOps', 'Apache Spark', 'Hive', 'AWS']",senior
web developer,"['Angular', 'JavaScript', 'jQuery', 'VMware', 'Cisco', 'Mocha', 'Agile', 'Scrum', 'HTML', 'SASS', 'LESS', 'REST API', 'CSS', 'Git', 'CircleCI']",senior
quality assurance,"['Project Management', 'Manual Testing', 'Unit Testing', 'Load Testing', 'JavaScript', 'Regression', 'Selenium', 'Android', 'Linux', 'JUnit', 'Agile', 'Scrum', 'Java', 'HTML', 'Unix', 'Jira', 'CSS', 'iOS', 'SQL', 'C#', 'R', 'DevOps']",senior
frontend developer,"['React', 'React Native', 'JavaScript', 'Webpack', 'HTML', 'Agile', 'CSS']",senior
ui/ux,"['UI/UX Design', 'Google Sheets']",unspecified
tester,"['Troubleshooting', 'Juniper', 'Linux', 'Cisco', 'Unix', 'OSPF', 'VLAN', 'MPLS', 'VPN', 'BGP']",senior
ui/ux,"['UI/UX Design', 'Java', 'C++']",senior
devops engineer,"['AWS', 'Performance Testing', 'DevOps', 'VMware', 'Linux', 'Cisco', 'Jira', 'CircleCI']",senior
quality assurance,"['TCP/IP', 'Automated Testing', 'Virtualization', 'Reporting', 'Storage Management', 'Python', 'Perl', 'API', 'Troubleshooting']",senior
tester,['Google Workspace'],senior
security engineer,"['Penetration Testing', 'Vulnerability Assessment', 'Wireshark', 'Firewall', 'Spring']",senior
cloud engineer,"['CI/CD', 'Troubleshooting', 'GCP', 'SVN', 'Ansible', 'Docker', 'Apache', 'GitHub', 'VMware', 'Azure', 'Linux', 'Agile', 'Ruby', 'Unix', 'AWS', 'Git', 'Ionic']",senior
network engineer,"['OSPF', 'VLAN', 'iOS', 'BGP', 'Perl']",senior
quality assurance,"['SQL Server', 'Performance Testing', 'Software Testing', 'Problem Solving', 'Teamwork', 'Oracle DB', 'Linux', 'Java', 'Unix']",senior
sql developer,"['Test Plan', 'Oracle DB', 'Linux', 'Perl', 'Unix', 'C++', 'SQL', 'Problem Solving', 'R', 'ECharts', 'InVision']",senior
tester,"['Appium', 'Agile', 'Java']",senior
devops engineer,"['Angular', 'PostgreSQL', 'MySQL', 'MongoDB', 'Python', 'Oracle DB', 'Docker', 'DevOps', 'Kafka', 'Azure', 'Linux', 'Java', 'AWS']",senior
network engineer,"['Troubleshooting', 'Load Balancer', 'OSPF', 'DNS', 'BGP', 'SSL/TLS']",senior
quality assurance,"['Microsoft Office', 'Excel', 'SAP', 'Google Workspace', 'InVision', 'Statistics']",entry
quality assurance,"['Data Quality', 'Project Management', 'Reporting', 'Agile', 'SDLC']",senior
quality assurance,[],unspecified
security engineer,"['TCP/IP', 'Information Security', 'Cryptography', 'MPLS']",senior
sql developer,"['.NET', 'JavaScript', 'Agile', 'Scrum', 'SQL', 'Google Workspace']",senior
devops engineer,"['MySQL', 'SVN', 'Jenkins', 'DevOps', 'Linux', 'Agile', 'Java', 'Unix']",middle
security engineer,"['Penetration Testing', 'TCP/IP', 'Information Security', 'Reporting', 'SIEM', 'Firewall']",senior
devops engineer,"['MySQL', 'MongoDB', 'Ansible', 'HAProxy', 'Python', 'DevOps', 'Apache', 'Linux', 'Ruby', 'Bash', 'Active Directory']",senior
frontend developer,"['React', 'Angular', 'UI/UX Design', 'JavaScript', '.NET', 'HTML', 'SASS', 'LESS', 'CSS']",senior
quality assurance,"['Project Management', 'Test Plan', 'Agile', 'Objective-C']",senior
network engineer,"['Technical Support', 'Problem Solving', 'Juniper', 'Cisco', 'LESS']",senior
sql developer,"['SQL Server', 'Reporting', 'SQL', 'R']",senior
automation engineer,"['SQL Server', 'Microsoft Office', 'UI/UX Design', 'Regression Testing', 'JavaScript', 'SVN', 'Selenium', 'REST API', 'MongoDB', 'Python', 'Spring', 'Oracle DB', 'IBM Cognos', 'Apache', 'SoapUI', 'Excel', 'JUnit', 'Agile', 'Scrum', 'Java', '.NET', 'Perl', 'SOAP', 'Unix', 'Jira', 'CSS', 'API', 'Git', 'HTML', 'Google Workspace']",senior
it support,"['Microsoft Office', 'IT Support', 'Cisco']",entry
tester,"['SQL Server', 'Software Testing', 'Problem Solving', 'Teamwork', 'Linux', 'Java', 'Unix', 'Google Workspace']",senior
web developer,"['HTML', 'CSS']",senior
ui/ux,['UI/UX Design'],senior
devops engineer,"['AWS', 'SSL/TLS', 'TCP/IP', 'Kubernetes', 'Ansible', 'Jenkins', 'Docker', 'DevOps', 'Linux', 'Git', 'DNS']",entry
automation engineer,"['Software Testing', 'REST API', 'Python', 'VMware', 'Linux', 'Agile', 'Scrum']",senior
quality assurance,"['Shell Scripting', 'Selenium', 'Jenkins', 'JUnit', 'Java', 'Unix', 'Jira', 'SQL', 'Next.js']",middle
web developer,"['.NET', 'Angular', 'LESS', 'C#']",senior
sql developer,"['Project Management', 'ERP', 'R']",senior
devops engineer,"['Docker', 'DevOps']",senior
frontend developer,"['Angular', 'UI/UX Design', 'Teamwork', 'JavaScript', 'Bootstrap', 'HTML', 'CSS', 'Google Workspace']",senior
web developer,"['.NET', 'UI/UX Design', 'Automated Testing', 'Problem Solving', 'JavaScript', 'Bootstrap', 'Angular', 'jQuery', 'HTML', 'CSS', 'API', 'C#']",senior
